LastDayWeek,precipitation_76001,precipitation_50001,precipitation_54001,precipitation_73001,precipitation_68001,precipitation_41001,precipitation_23001,precipitation_05360,precipitation_08001,precipitation_05001
2007-01-06,2.351891884380356,0.0128013643501016,0.7182347050436437,0.6450175902066783,1.1934342286806303,0.1438946043343386,0.4403622787442744,1.1366096714515208,0.0,1.0875307703631325
2007-01-13,4.404587515717593,0.3463273293954073,2.3682500156680555,0.5292530733530149,1.4334760097150436,0.2475702761056304,0.0743969047143722,3.0675322949610555,0.0,3.071766425441967
2007-01-20,9.273446857807604,1.3993562605845344,4.830203297549901,2.710440607147975,0.9666422569816324,3.907707085312001,0.1515606776672875,0.018530383617454,0.0,0.2019747169821805
2007-01-27,6.406617394977706,0.4106289049679414,0.0,7.833753583543966,3.348654713202857,7.696362137606131,0.4130273544653852,2.2154598892967576,0.0,2.4062578590542083
2007-02-03,0.0163226348582522,0.0,0.0,0.0,0.4463399687691127,0.4175551314420892,0.1152626082290336,0.0,0.0,0.0
2007-02-10,0.0,0.0,0.0050529193112951,0.0,1.1434304149482706,0.0307102508353105,0.012396597845806,0.028852810930366,0.0,1.046552451642887
2007-02-17,6.040738030501942,0.8091934020293111,1.9151490972876044,2.40358646029203,4.408630368794701,5.433070661352393,0.1433503935221178,2.994411885777768,0.0,1.4774712489283135
2007-02-24,0.1650550268915755,0.0293752277312702,2.403923644638462,1.3935011535581736,0.0758666619971791,0.1310350474724218,1.062574433567702,0.0,0.0,0.1984267926986513
2007-03-03,0.0275825084673609,2.5299597424423745,0.0154015116020788,0.669179930480144,1.093088780855815,1.5290513610837688,0.2062305149433494,1.2209409232428183,0.0,0.9983997414208112
2007-03-10,6.676714069195008,0.6380382620336167,0.4170490292288065,7.1386546778832125,7.658747835194492,2.840934196099208,2.4624441616672743,4.588747577006076,0.0,4.258744991173939
2007-03-17,7.74850494377325,2.786052143531752,1.813944636503447,5.497852111346538,2.072478170427603,7.475479735624737,0.3073114698238606,2.8794321138160264,0.197287328118255,3.641696641538444
2007-03-24,7.439609906429423,10.962133098250684,4.3003837795951485,4.093127926485935,3.62029117557644,6.120973155035605,0.8917482672718944,7.246209173378778,0.0,6.186611244145518
2007-03-31,8.598201010678057,16.321559105433472,11.348975436053676,10.124324810814754,8.234946446256101,9.517123498648132,5.2160346402989495,7.069925069932771,0.5346268074624007,7.503307935851112
2007-04-07,9.6338309748466,22.086688738052,6.593546834954494,7.98100018491396,5.555497464557768,12.423654334275268,9.51854456967346,10.977923806249878,0.8027761842388257,10.651594489960017
2007-04-14,5.0152498186742855,4.489920323484793,2.4934129365214788,4.02094300121941,2.026293665852106,4.823023201442616,8.587311372848491,8.883416902894014,1.944778657920479,8.518229942424155
2007-04-21,11.492623334114771,14.94241967341467,2.727876487320572,11.436099986396856,6.022424658080995,10.293419974713697,3.933724378840129,7.970870917415878,3.3829342161426075,6.540781732544412
2007-04-28,8.811823173602292,12.273804195139595,5.581620739895714,10.49273091954994,0.2246292577807437,8.95838334190378,5.190137230208747,10.169351177415477,2.888057136312537,8.733750983618023
2007-05-05,8.873072002579443,17.41851262460514,2.729404953899381,6.5830313523978585,1.7015205106065754,0.820164331307972,4.919648231802399,7.100101526122786,1.115969646470812,6.773995621503545
2007-05-12,3.568420550671338,20.2961821790319,3.3446594819679896,9.76631212853491,2.857267201527788,3.59287474460961,4.875053643049453,9.044273413164106,3.7634180748111463,8.122713924344849
2007-05-19,9.90662334158492,14.878710932556464,4.712615951468807,8.73899286870169,4.558296877643155,4.780490426506063,6.963529135780399,12.247995982667833,6.069489490895897,11.91910345592468
2007-05-26,12.06365050918919,11.68582421385644,4.200598788080943,6.865782415524974,5.482065624494242,7.809048016703266,8.44842381768005,17.65455210867352,4.765087835394581,17.24720290205663
2007-06-02,8.915035931285752,19.61651442365831,7.464855536782464,9.02064457988504,4.113565771796606,10.358985593827525,5.455457100741883,9.934646218989794,5.470543892038398,10.41239980240215
2007-06-09,2.89774986038226,24.719665597947053,3.3289974871072885,10.612411626723375,3.144814623031204,7.171992985419066,10.196786207965252,7.173583613527293,4.4624385668417,5.850373831821663
2007-06-16,1.914932557150404,14.28863681123759,0.6462310856199043,0.1335315949773707,0.0,1.4905014338216895,4.882916310594995,0.0,2.1668088838015707,0.1516491848641885
2007-06-23,0.3823554856215466,26.54379555647993,2.5017693247108217,0.0132892278072161,1.564362041597845,0.2340671810803791,10.544477224202897,1.8888231180689168,0.67620414879436,2.2997231493962267
2007-06-30,2.451852269661084,0.1055222439839606,1.8164942138739903,0.0953229447525188,2.0799624977390865,0.0723493057856218,10.971884871589314,2.5663986874531672,1.1176630021091472,2.004477992659208
2007-07-07,0.0,3.731163616175388,2.0038291230873866,0.0,1.0435641576139874,0.0,7.435818990986562,0.0,0.6080108548847895,0.0
2007-07-14,1.9180264261654,6.768054420651475,1.2679949389136185,3.246127556942537,3.672863628568987,1.828346524188996,6.134442149154301,6.893188130916341,1.3187596984357304,6.322895213234423
2007-07-21,3.5090017351352256,20.12365230256217,1.9831517149892997,5.567156104855775,0.4243483866692814,2.339133069389817,5.641403272007194,9.277693476963735,1.8933635815083127,8.323205234928698
2007-07-28,4.1216473556493805,18.154328237113567,2.5130758123826467,8.01810518302089,3.4128106724850062,5.470628946759023,3.899108582488975,10.534857414721229,6.657764494798141,8.321552981580018
2007-08-04,4.680074748336617,0.4819878721448983,3.8212675605270654,0.6651009220597025,2.7902400339341558,0.0201522226059253,8.20040186528162,1.4394287753066894,0.3802984511423575,1.5903537943375483
2007-08-11,0.6565842825013065,8.225943468354341,3.843939601458784,0.0924210511627551,2.0167531734872184,0.1025956905477991,8.309385812575654,5.885839371761804,7.926021916357365,6.21874729826763
2007-08-18,6.238935642138356,17.05398659938538,7.269960408617893,5.708910231828264,2.2066773633539003,0.2705187929407865,5.963246976481748,9.723719949543774,7.841830880088463,8.98725319820102
2007-08-25,0.6531716434677459,15.61743897577478,9.680562622917064,4.378721019530641,3.905116290294156,3.37607954551114,8.705138745044849,8.844791207353158,6.611985555686295,8.831227487986036
2007-09-01,6.644108142220022,6.660775741978648,4.680795218330298,4.91196580716707,4.9312848015715485,6.162609218025734,8.338255764308597,7.629262189319886,5.773904560366296,8.519995769609064
2007-09-08,0.5730755757380376,8.016741122977498,2.3465093796511405,0.8910713461927349,2.821598489831437,0.4098487759204866,7.57258209098289,6.873252218736039,3.594743915663454,6.7596526790880445
2007-09-15,3.834972883466,16.359945367053147,4.413782519010297,3.991556774535312,2.9586756310691165,1.705860912406783,6.883028370223579,5.5993224344918975,3.8994686033212096,4.498297211023918
2007-09-22,0.0333536681929597,4.271058154816877,6.016848274138209,3.825263638296848,2.1109465496400337,0.8245270597943436,3.4297040419449387,7.064531723429378,1.920047724793937,7.190664026434656
2007-09-29,5.497825639434756,10.390354044074574,5.574820990646342,3.544562237678679,2.8885968928115515,1.0922443951686815,7.29442570578413,7.836122126194789,3.446242717515227,7.846281399979569
2007-10-06,3.5390135033403927,5.65900271686774,9.429459133817444,4.337147379069429,4.7112003215788105,2.3751157571864634,5.379236238156705,10.723701997819,6.703122225940504,9.882863614744524
2007-10-13,10.219107955183231,10.047109562691483,11.219283313117744,7.153574310584797,2.303093838642124,13.403990948912094,9.323346012380393,11.789786257607416,6.766464505216227,11.036703420863448
2007-10-20,12.562785282189427,15.544166626915784,5.444086132337776,14.994216497095548,8.242383296182382,16.78869232338425,4.55263297964322,9.632326140573484,11.08756806863976,10.259210766367252
2007-10-27,6.739596905371651,7.642272820999204,16.100685561851407,4.910341872530364,4.614122959412462,14.299511452691547,3.243925691992738,9.636137808543202,8.60521977735453,10.616776645201906
2007-11-03,9.27594073296326,11.883316546013338,14.74316969093235,10.902703924253036,2.212993426327817,8.840745548666005,2.763660998459136,7.24966803565938,4.411839738667664,10.434661714110929
2007-11-10,8.822826467418036,7.239100166304017,4.087050256855948,9.195010661487022,5.989149991215735,12.841628988413046,2.961188650067724,8.559631909575367,3.906069288907705,5.895351371107615
2007-11-17,3.824092361839021,10.675941807060635,8.66267576368138,5.96698668725564,2.7960071235636144,6.341967772476983,1.415863665790965,4.682729901352141,0.037142407337481,4.001250148105909
2007-11-24,7.982513613449556,7.171450420614107,7.798578202742348,3.10097464102251,2.6807180493464777,4.218105554801421,2.657622788709073,4.296077065850079,0.8921627480232562,5.0940547883127705
2007-12-01,11.161514613493514,0.4539830107557154,1.9960368828225408,2.0896312220393294,0.0,6.4676231444368,1.2828126986153634,4.192678632361165,0.6309951493837563,3.852378850227492
2007-12-08,0.3229866183347129,0.0,0.1174942160064312,0.0,0.0,0.464447321190064,1.4981730808287472,2.926781337892195,0.0,0.131966981246581
2007-12-15,11.590466023729762,4.775757271359878,5.866668128960968,7.692446180296827,0.3611580375864089,11.672123578806628,1.7738364607266874,6.221495745146244,0.0,2.579785799664495
2007-12-22,0.0111378519760255,3.53128329872747,11.75958698367479,6.072085208108418,1.7601251424746664,17.678870726108205,3.14086734393636,2.9828654442458418,0.0,3.685539048095955
2007-12-29,8.738336260539818,5.01244408420176,7.059077452312231,7.17595199284475,3.014491819905268,7.236513460051661,5.272302345000698,11.85274151150222,2.114434910313656,13.319953278315085
2008-01-05,3.071602438096828,0.0,0.1256014835946178,0.8752618278853995,0.1599448124756793,1.2960002612779753,0.8783236125224159,0.0,0.0,0.0624861734155635
2008-01-12,10.851451354521652,1.4639786822037266,5.507617503613495,3.3121926592832875,2.772939234651586,7.919612365565783,0.8696020734001078,9.357343040909694,0.0,10.282379046366584
2008-01-19,2.8699561232993416,1.8006694693564675,1.4693419251697333,5.484804288904784,1.639968816345991,8.923494813588684,0.7910169616021238,0.1380235829284447,0.0,0.6169303778695472
2008-01-26,9.043342823071868,0.0,0.1962734940449096,4.216178205822539,4.1797178849732655,3.572893777489724,1.046956215544963,3.07112056213897,0.0,2.4299734533698745
2008-02-02,0.0,0.5102130272433729,2.3518394053542706,0.0,0.0896006237012793,0.0,0.0,0.5102281760825009,0.0,0.1012319087857327
2008-02-09,0.0,0.503494749896458,0.1059516799152607,0.0,0.295293250646918,0.0,0.0,0.0,0.0,0.0
2008-02-16,12.221481789599528,2.2593552580585774,2.69018374905014,5.340238786613491,6.076353511924275,3.0758943855886165,2.45886508025186,7.139133508983635,0.0,6.367483389858143
2008-02-23,17.33226671081436,1.6463441942287085,2.3466427829402976,9.197732697839184,5.94283460673971,20.446258577685832,2.527075927523967,13.72161550722653,0.0,12.935829994405951
2008-03-01,0.0,0.0,0.3031041345109809,2.4807094028034684,5.209594130557247,4.035039046199693,0.0154105943029762,2.5472203254046883,0.0,3.2254282871281106
2008-03-08,9.408111139233094,0.2094520818750494,0.2268774813991629,4.37710587824023,0.0,14.519754494148478,1.1942796044617787,9.39042737623324,0.0,10.044902061034067
2008-03-15,6.05616142001726,3.839872105475976,8.322150880800363,4.004689281163581,2.358262249845436,9.77997025405129,1.1984843857577323,7.169366456205947,0.5229467399245983,6.330954385786915
2008-03-22,3.0320000441245094,0.4699055307327366,0.2377692838203922,4.369685946047027,3.0327642513756072,1.994777231781968,0.7114215993617012,2.8046044357358064,0.0,2.586243324840351
2008-03-29,6.566212313531594,1.457737164291393,2.2350822194176385,1.489063836802943,5.567879060614923,3.5308765220616727,2.462112568370549,6.378248923027011,0.7836703297334016,5.252152916671382
2008-04-05,5.891669669173398,0.2102590212363322,0.8542370571434753,4.605118594808938,10.695798607025267,11.99884032631944,0.3497259382628941,8.27059798517102,0.4036504010628389,6.109097273186547
2008-04-12,10.162762939282898,14.486465889424974,1.6355633220375447,10.76352649626686,3.001903900465813,11.664937830313294,2.3993032296642283,8.078364259414863,0.3995450214432864,8.384204382472898
2008-04-19,5.268831379454499,6.752086463027276,2.6925045982599087,5.262757964259497,0.7563657630729347,7.473822716440976,1.4349278297246617,3.2770724743759425,0.0,2.139267447799035
2008-04-26,16.433682508329987,15.759729796637377,10.695744753772551,7.760108682423791,3.5046045889779154,9.980374247605376,4.2086927025310725,10.775696333514292,0.2352262841005254,10.632150383070863
2008-05-03,9.435450117667813,25.333030068727236,10.111173176920584,9.45170664706166,5.371826131353307,8.79411611759374,7.337791086422421,14.924858863569163,2.878057652939853,15.291189199736673
2008-05-10,6.61618869631671,4.642766609530773,2.5292370452895967,5.689486386561314,3.8733693535479135,1.2295069575627755,5.277064582887987,5.931444936856233,0.5346021504699727,4.821003285434358
